TypeOfWork,IssueYear,geo_point_2d,PostalCode
Addition / Alteration,2017,"49.2352887, -123.1849581",V6N 1W7
Addition / Alteration,2017,"49.285878, -123.1149242",N/A
Addition / Alteration,2017,"49.2241491, -123.0657177",V5P 3X9
Salvage and Abatement,2017,"49.2490821, -123.1689052",V6L 1V1
Addition / Alteration,2017,"49.2849097, -123.1333064",V6G 2A6
Demolition / Deconstruction,2018,"49.2512885, -123.1084371",V5Y 2G2
New Building,2018,"49.2242268, -123.0892722",V5X 1B3
New Building,2018,"49.2374697, -123.0966662",V5W 2X5
New Building,2018,"49.2457016, -123.0709653",V5N 3X5
New Building,2018,"49.2478944, -123.0920862",V5V 2H6
Salvage and Abatement,2017,"49.247894, -123.0920725",V5V 2H6
New Building,2018,"49.2532349, -123.0275944",V5M 3Y1
New Building,2018,"49.2473017, -123.0401562",V5R 1L5
Addition / Alteration,2018,"49.2470083, -123.0597313",V5N 2X1
Addition / Alteration,2017,"49.2847697, -123.1098127",V6B 1B8
New Building,2018,"49.2542734, -123.1170553",V5Z 1W8
Salvage and Abatement,2017,"49.253604, -123.0571569",V5N 5G7
Addition / Alteration,2018,"49.2324198, -123.0569211",V5R 2W4
Addition / Alteration,2017,"49.2636725, -123.1134351",V5Y 1N9
Addition / Alteration,2017,"49.290298, -123.1335536",V6G 1C8
Salvage and Abatement,2017,"49.2141226, -123.1007469",V5X 2E9
Demolition / Deconstruction,2018,"49.2240504, -123.1256714",V6P 1G9
Salvage and Abatement,2017,"49.2707413, -123.1646704",V6K 1G9
New Building,2017,"49.2191064, -123.1235048",V5X 1S9
Addition / Alteration,2017,"49.2642574, -123.1616323",V6K 2E8
Salvage and Abatement,2017,"49.2513078, -123.1844258",V6S 1L5
Demolition / Deconstruction,2019,"49.2400368, -123.0623975",V5N 3E9
Addition / Alteration,2017,"49.2844922, -123.1081945",V6B 1A7
New Building,2018,"49.2260753, -123.0693894",V5P 3M9
Demolition / Deconstruction,2018,"49.2260753, -123.0693894",V5P 3M9
Addition / Alteration,2017,"49.2638177, -123.1222458",V5Z 1K1
New Building,2018,"49.2636176, -123.0540763",V5M 1T4
New Building,2018,"49.2315835, -123.0392089",V5R 4C9
Addition / Alteration,2017,"49.2802901, -123.1093636",V6B 2L3
New Building,2018,"49.2149198, -123.0950109",V5X 2B7
Addition / Alteration,2017,"49.2759958, -123.1198556",N/A
Demolition / Deconstruction,2018,"49.2212767, -123.076459",V5P 2Z6
Salvage and Abatement,2017,"49.2521458, -123.1686084",V6L 1P2
New Building,2018,"49.228729, -123.0573472",V5S 1A1
Addition / Alteration,2017,"49.2062268, -123.0309082",V1V 1V1
Addition / Alteration,2017,"49.2698838, -123.1159889",V5Z 4K7
Addition / Alteration,2017,"49.2877973, -123.1389419",V6G 2Z1
New Building,2018,"49.2371433, -123.0799083",V5W 3N8
Addition / Alteration,2017,"49.2851126, -123.1234205",V6E 1A3
New Building,2018,"49.2314577, -123.1410276",V6M 3H5
Demolition / Deconstruction,2018,"49.2371765, -123.0609034",V5P 1G4
New Building,2018,"49.2076637, -123.0397731",V1V 1V1
Salvage and Abatement,2017,"49.2806475, -123.0784744",V6A 1W7
Salvage and Abatement,2017,"49.2804172, -123.0782491",V6A 1W7
Salvage and Abatement,2017,"49.2324787, -123.026562",V5R 5L9
Demolition / Deconstruction,2018,"49.2460767, -123.0619053",V5N 2Y1
New Building,2018,"49.2460685, -123.0619333",V5N 2Y1
Addition / Alteration,2017,"49.2093126, -123.1361337",V6P 4P6
Addition / Alteration,2018,"49.2719592, -123.141183",V6J 4Z3
New Building,2018,"49.2706279, -123.0577944",V5L 3C3
New Building,2018,"49.2072645, -123.0386871",V1V 1V1
Addition / Alteration,2017,"49.261288, -123.0940629",V1V 1V1
Demolition / Deconstruction,2018,"49.2385927, -123.0310449",V5R 4G6
Addition / Alteration,2017,"49.2816667, -123.1069551",V6B 2L1
New Building,2018,"49.2553217, -123.0346859",V5M 2M9
Addition / Alteration,2017,"49.2714237, -123.1213754",V6Z 3B3
Addition / Alteration,2018,"49.2838942, -123.1131109",V6B 1V5
Demolition / Deconstruction,2018,"49.2260206, -123.0637373",V5P 1R8
Addition / Alteration,2017,"49.2653926, -123.1571942",V6K 1Y2
Addition / Alteration,2017,"49.2766919, -123.1166099",V6B 5X6
New Building,2018,"49.2353808, -123.0728742",V5P 3E8
Salvage and Abatement,2017,"49.247974, -123.1327453",V6H 2A9
New Building,2017,"49.2471958, -123.0709259",V5N 3X5
Demolition / Deconstruction,2017,"49.2471958, -123.0709259",V5N 3X5
Demolition / Deconstruction,2018,"49.288095, -123.130814",V6G 1B9
Addition / Alteration,2017,"49.2835005, -123.1037813",N/A
Salvage and Abatement,2017,"49.276322, -123.1307866",V1V 1V1
Addition / Alteration,2017,"49.2555658, -123.1252437",V5Z 1W4
New Building,2018,"49.2687379, -123.0394066",V5M 1E7
New Building,2018,"49.2136607, -123.1313929",V6P 4E1
Addition / Alteration,2017,"49.2882375, -123.1253347",V6E 4N2
Salvage and Abatement,2017,"49.273243, -123.0638532",V5L 2V1
Demolition / Deconstruction,2018,"49.2519642, -123.0301894",V5M 4E3
New Building,2018,"49.237667, -123.0607213",V5P 1C2
Addition / Alteration,2017,"49.2058364, -123.0378588",N/A
Addition / Alteration,2017,"49.2672798, -123.100932",N/A
New Building,2018,"49.2260263, -123.0712319",V5P 3K3
Addition / Alteration,2017,"49.2355293, -123.0382295",V5R 5K2
Addition / Alteration,2017,"49.2694764, -123.1419818",V6J 4R3
Addition / Alteration,2017,"49.2720293, -123.0490762",V5K 3E1
Addition / Alteration,2017,"49.2178938, -123.1036406",V5X 1V7
Salvage and Abatement,2018,"49.2139774, -123.0960214",V5X 2G1
Addition / Alteration,2017,"49.2609394, -123.1163251",V5Z 3X7
Salvage and Abatement,2017,"49.2135805, -123.1279386",V6P 2J4
New Building,2018,"49.2297053, -123.0640808",V5P 1N7
Salvage and Abatement,2017,"49.2353771, -123.1093047",V5Y 2P2
Addition / Alteration,2017,"49.2592746, -123.1448355",V6J 2J6
Demolition / Deconstruction,2017,"49.2646834, -123.0350813",V5M 1S7
New Building,2017,"49.2752729, -123.1269568",V6B 2H3
Addition / Alteration,2017,"49.2876113, -123.1197519",V6E 2M6
Addition / Alteration,2017,"49.2552778, -123.1743508",V6L 1E7
Addition / Alteration,2017,"49.2573746, -123.1214641",V5Z 1R5
Temporary Building / Structure,2017,"49.2762428, -123.1045452",N/A
Temporary Building / Structure,2017,"49.246182, -123.1217932",N/A
Addition / Alteration,2018,"49.2711327, -123.026255",V5K 5J5
Demolition / Deconstruction,2017,"49.2621115, -123.1636044",V6K 2J6
Addition / Alteration,2017,"49.2830835, -123.0955381",N/A
Salvage and Abatement,2017,"49.2691544, -123.0421143",V5M 1B2
Addition / Alteration,2017,"49.2760968, -123.1192852",V6B 2T4
Addition / Alteration,2018,"49.2662206, -123.104319",V5T 1G8
Salvage and Abatement,2018,"49.2589684, -123.0772159",V5N 2B5
New Building,2018,"49.2253261, -123.1619259",V6P 1E9
Addition / Alteration,2017,,V6G 3H2
Addition / Alteration,2018,"49.2886815, -123.1305166",V6G 1C1
Addition / Alteration,2018,"49.2146783, -123.0848112",V1V 1V1
New Building,2018,"49.2697973, -123.0471709",V5K 3Z9
Salvage and Abatement,2017,"49.2218251, -123.1303934",V6P 1N2
Addition / Alteration,2017,"49.2730469, -123.2127296",V6R 1E1
Demolition / Deconstruction,2017,"49.2120372, -123.1424015",V6P 2R1
New Building,2017,"49.2446901, -123.0995377",V5V 3S3
Demolition / Deconstruction,2017,"49.2446901, -123.0995377",V5V 3S3
Salvage and Abatement,2017,"49.2446901, -123.0995377",V5V 3S3
New Building,2017,"49.2588548, -123.0614257",V5N 2C6
New Building,2017,"49.2588371, -123.0614406",N/A
New Building,2017,"49.2543361, -123.0884548",N/A
Addition / Alteration,2018,"49.2203007, -123.0963397",V5X 1N3
Addition / Alteration,2017,"49.285347, -123.0624544",V5L 1B1
New Building,2017,"49.2420721, -123.1760335",V6N 2G9
New Building,2018,"49.2641314, -123.1881259",V1V 1V1
Salvage and Abatement,2017,"49.2684715, -123.0738966",V1V 1V1
Addition / Alteration,2017,"49.2817927, -123.0299969",N/A
Addition / Alteration,2017,"49.2866198, -123.1170233",V6C 3A6
Addition / Alteration,2017,"49.2338331, -123.1603624",V6M 4A2
Addition / Alteration,2017,"49.2861265, -123.1198029",V7X 1K8
Demolition / Deconstruction,2018,"49.2240277, -123.1499265",V6P 5L9
Addition / Alteration,2017,"49.235363, -123.1857362",V6N 1W5
Addition / Alteration,2017,"49.2806136, -123.1289132",V6Z 1Y6
Addition / Alteration,2017,"49.2884003, -123.1179297",V6C 1C7
Demolition / Deconstruction,2017,"49.2377761, -123.1162096",V1V 1V1
Addition / Alteration,2018,"49.2678332, -123.1736409",V6K 1T8
Addition / Alteration,2018,"49.2099233, -123.0826625",V5X 4E6
Salvage and Abatement,2017,"49.2377761, -123.1162096",V1V 1V1
Salvage and Abatement,2017,"49.2378517, -123.1162081",V1V 1V1
Addition / Alteration,2018,"49.2847769, -123.096989",V6A 1A4
Addition / Alteration,2017,"49.2860578, -123.1175668",V6C 3A8
Addition / Alteration,2017,"49.2461757, -123.1213342",N/A
Addition / Alteration,2017,"49.2581154, -123.0823109",N/A
Salvage and Abatement,2017,"49.2621115, -123.1636044",V6K 2J6
New Building,2018,"49.2531265, -123.0396291",V5M 2S9
Demolition / Deconstruction,2018,"49.2453686, -123.0952932",V5V 2N3
Salvage and Abatement,2017,"49.2532704, -123.1552037",V6L 1J3
New Building,2018,"49.2505953, -123.0654236",V5N 4M7
Addition / Alteration,2018,"49.2509808, -123.1225337",V5Z 2B1
Addition / Alteration,2018,"49.2572284, -123.1454049",V6J 2L9
Addition / Alteration,2017,"49.2647791, -123.1181059",V5Z 1B5
Addition / Alteration,2018,"49.2490433, -123.0749432",V5N 5Z1
Addition / Alteration,2017,,V1V 1V1
Demolition / Deconstruction,2017,"49.2352234, -123.1042481",V5W 1J7
Salvage and Abatement,2017,"49.2485626, -123.1025231",V5V 2C1
Addition / Alteration,2017,"49.2550766, -123.1116486",V5Y 2A8
New Building,2017,"49.2659628, -123.1620912",V6K 1Y6
Addition / Alteration,2017,"49.2878115, -123.1225297",V6E 3H8
New Building,2018,"49.2219344, -123.0888051",V5X 1J6
Addition / Alteration,2017,"49.2630118, -123.1210731",V5Z 1G8
Addition / Alteration,2017,"49.2757328, -123.1316613",V6Z 1X3
New Building,2017,"49.2428274, -123.1555923",V6L 2J7
Salvage and Abatement,2017,"49.280235, -123.0324066",V1V 1V1
New Building,2017,"49.2154958, -123.0758394",N/A
Demolition / Deconstruction,2018,"49.2458956, -123.0874462",V5V 4J9
New Building,2017,"49.2862681, -123.139696",V6G 2K6
Salvage and Abatement,2017,"49.2122004, -123.1346382",V6P 4M2
New Building,2017,"49.2754913, -123.065691",V5L 2K9
Demolition / Deconstruction,2017,"49.2475897, -123.1789799",V6L 2Z6
Addition / Alteration,2018,"49.2718978, -123.1518078",V6J 1E5
Addition / Alteration,2017,"49.2637666, -123.1652341",V6K 2G3
New Building,2018,"49.2154705, -123.0952693",V5X 1Z9
Addition / Alteration,2017,"49.2256657, -123.0831833",V5W 2H9
Demolition / Deconstruction,2018,"49.212114, -123.120578",V6P 3L8
Salvage and Abatement,2017,"49.212114, -123.120578",V6P 3L8
Addition / Alteration,2017,"49.2830976, -123.0962648",N/A
Demolition / Deconstruction,2018,"49.2342437, -123.1849528",V6N 1W9
Demolition / Deconstruction,2018,"49.2341447, -123.1849588",V6N 1W9
New Building,2018,"49.2459422, -123.194556",V6S 1V5
Addition / Alteration,2017,"49.2836831, -123.1190338",V6C 0B4
Addition / Alteration,2017,"49.2882572, -123.0595072",V5L 1C4
Addition / Alteration,2017,"49.2811055, -123.1038292",N/A
Temporary Building / Structure,2017,"49.2433359, -123.105312",N/A
Addition / Alteration,2017,"49.2865408, -123.1123825",V6C 1S4
New Building,2018,"49.2128313, -123.091935",V5X 2K4
Salvage and Abatement,2017,"49.28134, -123.114603",V6B 5A1
Addition / Alteration,2018,"49.271391, -123.0509649",V5K 3G8
Addition / Alteration,2017,"49.2796211, -123.1258001",V6Z 1V6
Demolition / Deconstruction,2017,"49.2466643, -123.1066378",V5Y 2K3
Addition / Alteration,2017,"49.2683674, -123.1358263",V6H 3W2
Addition / Alteration,2018,"49.2564218, -123.1232265",V5Z 1V3
Salvage and Abatement,2017,"49.2378268, -123.0838608",V5W 3J9
Addition / Alteration,2017,"49.2845505, -123.0915879",V6A 1E1
Salvage and Abatement,2017,"49.2884092, -123.0488997",V5K 1H5
Addition / Alteration,2017,"49.2799787, -123.1233318",V6Z 1N9
New Building,2018,"49.2500192, -123.0641141",V5N 2R4
Demolition / Deconstruction,2018,"49.2500192, -123.0641141",V5N 2R4
Salvage and Abatement,2017,"49.2500192, -123.0641141",V5N 2R4
Demolition / Deconstruction,2018,"49.2481809, -123.0482443",V5R 1H6
Salvage and Abatement,2017,"49.2131574, -123.1162885",V5X 2J4
Salvage and Abatement,2017,"49.2167726, -123.0891081",V5X 1Y5
Addition / Alteration,2017,"49.283792, -123.1227791",V6Z 1X7
Addition / Alteration,2017,"49.2628018, -123.0992182",V1V 1V1
Addition / Alteration,2018,"49.2428824, -123.0689873",V5N 3Z6
Addition / Alteration,2017,"49.2617518, -123.1009241",N/A
Salvage and Abatement,2018,"49.2533215, -123.1585105",V6L 1J7
Addition / Alteration,2018,"49.2690985, -123.1755285",V6K 1N3
New Building,2017,"49.2286123, -123.0730809",N/A
New Building,2017,"49.2281022, -123.1566909",N/A
Salvage and Abatement,2017,"49.2539985, -123.1774365",V6L 1L3
Addition / Alteration,2017,"49.226372, -123.1647033",V6P 1B8
New Building,2017,"49.2497266, -123.103604",V5V 1W9
New Building,2017,"49.2365939, -123.0759199",V5P 1E1
Addition / Alteration,2017,"49.2090385, -123.0922548",V5X 3X8
New Building,2017,"49.2237756, -123.0620124",V5P 4E7
Demolition / Deconstruction,2017,"49.2782269, -123.034142",V5K 2L3
Demolition / Deconstruction,2017,"49.2516238, -123.1658797",V6L 1N9
New Building,2017,"49.2848074, -123.0556071",V5K 1P5
Addition / Alteration,2017,"49.283827, -123.1235812",V6E 4A9
Demolition / Deconstruction,2017,"49.24308, -123.1316196",V6H 2H8
Addition / Alteration,2017,"49.2554095, -123.1062573",V5Y 1Z4
Demolition / Deconstruction,2017,"49.2284082, -123.1557781",V1V 1V1
Demolition / Deconstruction,2017,"49.2285336, -123.1561429",V1V 1V1
Demolition / Deconstruction,2017,"49.2788542, -123.0483121",V5K 2G4
Salvage and Abatement,2017,"49.2425298, -123.1790677",V6L 3A8
Addition / Alteration,2017,"49.2262668, -123.1631037",V6P 5X1
Salvage and Abatement,2017,"49.2445312, -123.0869551",V5V 4K4
New Building,2018,"49.2232333, -123.0326722",V5S 3L9
Demolition / Deconstruction,2018,"49.2232333, -123.0326722",V5S 3L9
Salvage and Abatement,2018,"49.2220501, -123.0927302",V5X 1J4
New Building,2018,"49.2218105, -123.0926849",V5X 1J4
Addition / Alteration,2017,"49.2884003, -123.1179297",V6C 1C7
Addition / Alteration,2017,"49.2805942, -123.096866",V6A 1V1
Addition / Alteration,2017,"49.2861265, -123.1198029",V7X 1K8
Salvage and Abatement,2017,"49.2222097, -123.0577741",V5S 1P6
New Building,2017,"49.2174479, -123.1233215",V6P 0H4
Addition / Alteration,2018,"49.2501022, -123.0416522",V1V 1V1
Addition / Alteration,2017,"49.2617877, -123.1187451",N/A
Addition / Alteration,2017,"49.2370764, -123.1566218",V6M 1R9
Addition / Alteration,2018,"49.2330572, -123.0651045",N/A
New Building,2018,"49.2142949, -123.1399022",V6P 4Z2
New Building,2018,"49.2191754, -123.0970597",V5X 1R4
New Building,2018,"49.2599897, -123.1044057",V5T 2G5
New Building,2018,"49.2236966, -123.0677139",V5P 1W1
Demolition / Deconstruction,2018,"49.2236966, -123.0677139",V5P 1W1
New Building,2018,"49.2234891, -123.0676356",V1V 1V1
Addition / Alteration,2018,"49.2810067, -123.0858502",V6A 1R6
New Building,2018,"49.2252388, -123.0706158",V1V 1V1
New Building,2019,"49.2614682, -123.164815",V6K 3T7
Demolition / Deconstruction,2017,"49.2427419, -123.0966888",V5V 2W6
New Building,2017,"49.2213931, -123.0342173",N/A
New Building,2018,"49.2289504, -123.0687716",V1V 1V1
New Building,2017,"49.2729451, -123.0368021",V5K 3B8
New Building,2018,"49.271909, -123.2206432",V6T 1B6
Addition / Alteration,2017,"49.2639228, -123.1977684",V6R 2H2
Addition / Alteration,2017,"49.2364734, -123.068829",V5P 3N4
Addition / Alteration,2017,"49.2592484, -123.0444379",V5M 4T5
New Building,2018,"49.2381293, -123.0356258",V1V 1V1
Demolition / Deconstruction,2018,"49.2379858, -123.0358346",V5R 4V9
Addition / Alteration,2017,"49.2709048, -123.073497",N/A
Addition / Alteration,2017,"49.2709048, -123.073497",N/A
Demolition / Deconstruction,2017,"49.2678614, -123.047198",V5M 1H3
New Building,2017,"49.2677104, -123.0470214",V1V 1V1
New Building,2018,"49.2176185, -123.0887394",V5X 1W4
Addition / Alteration,2018,"49.2491224, -123.0765313",V5N 3L8
Demolition / Deconstruction,2017,"49.2348023, -123.1523678",V6M 1Y7
Addition / Alteration,2017,"49.2411793, -123.1904776",V6N 2L3
Salvage and Abatement,2017,"49.2900147, -123.045031",V5K 1E8
Addition / Alteration,2017,"49.281454, -123.0607357",V5L 1V2
New Building,2017,"49.2820334, -123.0552329",N/A
Addition / Alteration,2017,"49.2866355, -123.1132288",V6C 3R8
Salvage and Abatement,2018,"49.2476385, -123.1036657",V5V 3L1
Addition / Alteration,2017,"49.2659454, -123.1597156",V6K 1Y4
Addition / Alteration,2017,"49.2694764, -123.1419818",V6J 4R3
Addition / Alteration,2018,"49.2788987, -123.1183004",V6B 5S3
Addition / Alteration,2017,,V6M 4H6
Addition / Alteration,2017,"49.2354605, -123.1602491",V6M 4H6
Addition / Alteration,2018,"49.2886596, -123.1249512",V6E 0A5
Demolition / Deconstruction,2018,"49.2197301, -123.0553783",V5S 2N3
New Building,2017,"49.21693, -123.1130404",V1V 1V1
Addition / Alteration,2018,"49.261541, -123.0585218",V5N 1Y3
New Building,2018,"49.2478814, -123.1302791",V6H 2X4
Demolition / Deconstruction,2018,"49.2478814, -123.1302791",V6H 2X4
Salvage and Abatement,2017,"49.2478814, -123.1302791",V6H 2X4
Addition / Alteration,2018,"49.2795031, -123.0549224",V5K 3V4
Addition / Alteration,2018,"49.2511393, -123.1032137",V5V 3K5
Addition / Alteration,2018,"49.2813777, -123.0854925",V6A 3Y1
Addition / Alteration,2018,"49.2583868, -123.1222667",V5Z 3P4
New Building,2018,"49.2670106, -123.0615685",V5N 4T5
Addition / Alteration,2018,"49.2714237, -123.1213754",V6Z 3B3
Addition / Alteration,2017,"49.2504825, -123.0576433",V5N 5B2
Addition / Alteration,2018,"49.2806375, -123.1098916",V6B 0G2
New Building,2018,"49.2191209, -123.0890569",V5K 1R8
Addition / Alteration,2018,"49.2172595, -123.0287031",V5S 3Y6
Addition / Alteration,2018,"49.2172595, -123.0287031",V5S 3Y6
Addition / Alteration,2018,"49.2172595, -123.0287031",V5S 3Z5
Demolition / Deconstruction,2018,"49.272963, -123.0512704",V5K 3A5
Salvage and Abatement,2018,"49.272963, -123.0512704",V5K 3A5
New Building,2018,"49.2510983, -123.0495569",V5M 3G3
Demolition / Deconstruction,2018,"49.2512173, -123.0492598",V5M 3G3
Addition / Alteration,2017,"49.262936, -123.1165444",V5Z 0E9
Addition / Alteration,2018,"49.2781108, -123.1194899",V6B 2W6
Salvage and Abatement,2018,"49.2520883, -123.0663318",V5N 2M6
Addition / Alteration,2017,"49.2843661, -123.1159402",V6C 1X8
Addition / Alteration,2017,"49.2297984, -123.1263863",V5Z 3X2
Addition / Alteration,2018,"49.231003, -123.1771049",V6N 1M9
Addition / Alteration,2018,"49.2829938, -123.0907991",V6A 1H4
Salvage and Abatement,2018,"49.2621618, -123.1772009",V6K 2N1
Addition / Alteration,2018,"49.2273093, -123.0660718",V5P 3X5
Salvage and Abatement,2018,"49.2488124, -123.1111835",V5Y 2J2
Demolition / Deconstruction,2018,"49.2259349, -123.099172",V5W 2W8
Addition / Alteration,2018,"49.2622677, -123.1330433",V6H 1J3
Addition / Alteration,2018,"49.273632, -123.124811",V6B 6A8
New Building,2017,"49.2393953, -123.1523331",V6M 1L1
Demolition / Deconstruction,2017,"49.2448085, -123.0369507",V5R 1W3
New Building,2017,"49.2166253, -123.1023611",V5X 3K1
Salvage and Abatement,2017,"49.2166253, -123.1023611",V5X 3K1
Demolition / Deconstruction,2017,"49.2547826, -123.1781442",V6L 2X9
Addition / Alteration,2018,"49.2149476, -123.0373326",V5S 3K1
New Building,2017,"49.2482954, -123.112172",V1V 1V1
Addition / Alteration,2018,"49.2807688, -123.085627",V6A 1R6
Salvage and Abatement,2018,"49.2346496, -123.0759737",V5P 2Y2
Addition / Alteration,2017,"49.2888328, -123.1219852",V6E 2K3
New Building,2018,"49.2615062, -123.193505",V6R 2P2
New Building,2018,"49.2433197, -123.0310611",V1V 1V1
Addition / Alteration,2017,"49.2685246, -123.1612063",V6K 1P4
Addition / Alteration,2018,"49.2912248, -123.1442287",V6G 1R8
Addition / Alteration,2019,"49.2072782, -123.0287104",V5S 4R3
